rank_date,country_full,rank,total_points
2006-01-01,Australia,30,1828.0
2006-01-01,Ivory Coast,30,1788.6
2006-01-01,Algeria,26,1769.6
2006-01-01,Egypt,30,1775.2
2006-01-01,Canada,33,1728.9
2006-01-01,Tunisia,28,1744.8
2006-01-01,Paraguay,30,1716.0
2006-01-01,Peru,37,1781.4
2006-01-01,Ghana,32,1752.4
2006-01-01,Saudi Arabia,34,1684.7
2006-01-01,Cabo Verde,40,1731.0
2006-01-01,Slovakia,35,1682.3
2006-01-01,Scotland,41,1671.5
2006-01-01,Jordan,43,1676.0
2006-01-01,Czechia,41,1664.3
2006-01-01,South Africa,41,1691.7
2006-01-01,Venezuela,44,1692.4
2006-01-01,Chile,42,1624.4
2006-01-01,Bolivia,46,1664.4
2006-01-01,Indonesia,44,1639.4
2006-01-01,New Zealand,42,1634.2
2006-01-01,Costa Rica,51,1648.2
2006-01-01,Curaçao,50,1624.4
2006-01-01,Honduras,47,1602.9
2006-01-01,DR Congo,44,1606.1
2006-01-01,Kenya,51,1632.9
2006-01-01,Panama,47,1592.9
2006-01-01,Bosnia and Herzegovina,52,1593.1
2006-01-01,Qatar,53,1537.0
2006-01-01,Haiti,55,1603.2
2006-01-01,Cuba,57,1541.4
2006-01-01,Iraq,52,1563.8
2006-01-01,Trinidad and Tobago,53,1539.4
2006-01-01,Uzbekistan,59,1490.7
2006-02-01,France,1,2030.5
2006-02-01,Spain,4,1994.8
2006-02-01,Argentina,1,2014.9
2006-02-01,England,6,1959.6
2006-02-01,Portugal,6,1931.5
2006-02-01,Brazil,3,1934.2
2006-02-01,Netherlands,10,1926.3
2006-02-01,Morocco,6,2042.7
2006-02-01,Belgium,12,1944.4
2006-02-01,Germany,9,1900.3
2006-02-01,Croatia,15,1915.0
2006-02-01,Austria,11,1929.5
2006-02-01,Colombia,14,1927.5
2006-02-01,Senegal,17,1866.0
2006-02-01,Mexico,19,1869.0
2006-02-01,United States,15,1883.6
2006-02-01,Uruguay,20,1911.7
2006-02-01,Japan,18,1884.7
2006-02-01,Switzerland,16,1832.9
2006-02-01,Norway,18,1830.9
2006-02-01,Iran,24,1829.5
2006-02-01,Turkey,25,1863.1
2006-02-01,Ecuador,21,1859.8
2006-02-01,Sweden,28,1777.1
2006-02-01,South Korea,22,1774.6
2006-02-01,Nigeria,25,1804.4
2006-02-01,Australia,29,1798.7
2006-02-01,Ivory Coast,24,1814.2
2006-02-01,Algeria,32,1756.0
2006-02-01,Egypt,28,1750.5
2006-02-01,Canada,32,1770.3
2006-02-01,Tunisia,28,1723.5
2006-02-01,Paraguay,28,1767.6
2006-02-01,Peru,30,1818.7
2006-02-01,Ghana,36,1723.4
2006-02-01,Saudi Arabia,32,1690.9
2006-02-01,Cabo Verde,38,1694.3
2006-02-01,Slovakia,38,1687.5
2006-02-01,Scotland,35,1682.7
2006-02-01,Jordan,35,1728.6
2006-02-01,Czechia,41,1646.1
2006-02-01,South Africa,41,1695.9
2006-02-01,Venezuela,42,1647.5
2006-02-01,Chile,44,1677.1
2006-02-01,Bolivia,44,1626.6
2006-02-01,Indonesia,47,1618.8
2006-02-01,New Zealand,45,1631.6
2006-02-01,Costa Rica,51,1609.0
2006-02-01,Curaçao,43,1630.7
2006-02-01,Honduras,50,1599.7
2006-02-01,DR Congo,46,1599.2
2006-02-01,Kenya,47,1584.2
2006-02-01,Panama,52,1555.3
2006-02-01,Bosnia and Herzegovina,47,1586.0
2006-02-01,Qatar,56,1597.7
2006-02-01,Haiti,49,1570.6
2006-02-01,Cuba,58,1526.1
2006-02-01,Iraq,56,1593.6
2006-02-01,Trinidad and Tobago,51,1551.5
2006-02-01,Uzbekistan,67,1486.9
2006-03-01,France,1,2029.5
2006-03-01,Spain,1,1975.0
2006-03-01,Argentina,7,2022.9
2006-03-01,England,5,1942.8
2006-03-01,Portugal,9,1988.3
2006-03-01,Brazil,9,1956.7
2006-03-01,Netherlands,6,1956.9
2006-03-01,Morocco,11,1948.7
2006-03-01,Belgium,13,1945.6
2006-03-01,Germany,8,1950.1
2006-03-01,Croatia,13,1934.3
2006-03-01,Austria,14,1969.3
2006-03-01,Colombia,11,1894.5
2006-03-01,Senegal,15,1859.7
2006-03-01,Mexico,18,1856.2
2006-03-01,United States,13,1860.9
2006-03-01,Uruguay,20,1901.5
2006-03-01,Japan,18,1912.9
2006-03-01,Switzerland,22,1843.1
2006-03-01,Norway,17,1788.8
2006-03-01,Iran,20,1887.1
2006-03-01,Turkey,19,1793.7
2006-03-01,Ecuador,19,1825.2
2006-03-01,Sweden,25,1833.4
2006-03-01,South Korea,23,1819.8
2006-03-01,Nigeria,28,1829.7
2006-03-01,Australia,28,1797.9
2006-03-01,Ivory Coast,27,1785.7
2006-03-01,Algeria,29,1819.2
2006-03-01,Egypt,32,1769.1
2006-03-01,Canada,32,1794.0
2006-03-01,Tunisia,27,1698.1
2006-03-01,Paraguay,29,1728.5
2006-03-01,Peru,34,1725.0
2006-03-01,Ghana,38,1706.0
2006-03-01,Saudi Arabia,40,1657.8
2006-03-01,Cabo Verde,33,1677.8
2006-03-01,Slovakia,33,1680.9
2006-03-01,Scotland,40,1735.6
2006-03-01,Jordan,36,1701.7
2006-03-01,Czechia,40,1655.9
2006-03-01,South Africa,38,1649.1
2006-03-01,Venezuela,38,1663.0
2006-03-01,Chile,40,1674.3
2006-03-01,Bolivia,44,1660.7
2006-03-01,Indonesia,43,1695.6
2006-03-01,New Zealand,44,1651.8
2006-03-01,Costa Rica,45,1670.7
2006-03-01,Curaçao,44,1619.9
2006-03-01,Honduras,48,1581.2
2006-03-01,DR Congo,45,1640.0
2006-03-01,Kenya,52,1615.2
2006-03-01,Panama,49,1595.0
2006-03-01,Bosnia and Herzegovina,50,1572.2
2006-03-01,Qatar,55,1590.4
2006-03-01,Haiti,50,1561.1
2006-03-01,Cuba,57,1628.2
2006-03-01,Iraq,59,1597.1
2006-03-01,Trinidad and Tobago,54,1591.2
2006-03-01,Uzbekistan,67,1482.5
2006-04-01,France,2,2015.7
2006-04-01,Spain,1,1916.1
2006-04-01,Argentina,2,1983.3
2006-04-01,England,1,1951.1
2006-04-01,Portugal,7,1953.6
2006-04-01,Brazil,6,1945.8
2006-04-01,Netherlands,3,1938.5
2006-04-01,Morocco,11,1905.8
2006-04-01,Belgium,8,1888.5
2006-04-01,Germany,11,1882.3
2006-04-01,Croatia,9,1950.6
2006-04-01,Austria,16,1944.2
2006-04-01,Colombia,16,1918.9
2006-04-01,Senegal,17,1964.7
2006-04-01,Mexico,12,1893.9
2006-04-01,United States,16,1915.9
2006-04-01,Uruguay,13,1851.6
2006-04-01,Japan,15,1827.7
2006-04-01,Switzerland,23,1796.8
2006-04-01,Norway,19,1850.1
2006-04-01,Iran,25,1843.7
2006-04-01,Turkey,23,1815.3
2006-04-01,Ecuador,24,1812.4
2006-04-01,Sweden,27,1851.8
2006-04-01,South Korea,24,1823.2
2006-04-01,Nigeria,22,1898.2
2006-04-01,Australia,29,1735.9
2006-04-01,Ivory Coast,29,1848.4
2006-04-01,Algeria,30,1809.2
2006-04-01,Egypt,26,1793.7
2006-04-01,Canada,27,1730.7
2006-04-01,Tunisia,29,1798.3
2006-04-01,Paraguay,29,1704.0
2006-04-01,Peru,30,1764.5
2006-04-01,Ghana,37,1667.4
2006-04-01,Saudi Arabia,35,1739.1
2006-04-01,Cabo Verde,37,1736.3
2006-04-01,Slovakia,36,1777.4
2006-04-01,Scotland,36,1703.7
2006-04-01,Jordan,41,1686.8
2006-04-01,Czechia,38,1661.9
2006-04-01,South Africa,45,1684.2
2006-04-01,Venezuela,41,1722.5
2006-04-01,Chile,45,1671.2
2006-04-01,Bolivia,45,1681.7
2006-04-01,Indonesia,45,1591.2
2006-04-01,New Zealand,48,1609.8
2006-04-01,Costa Rica,47,1595.1
2006-04-01,Curaçao,51,1655.3
2006-04-01,Honduras,49,1630.5
2006-04-01,DR Congo,46,1571.9
2006-04-01,Kenya,50,1603.1
2006-04-01,Panama,46,1625.5
2006-04-01,Bosnia and Herzegovina,51,1616.2
2006-04-01,Qatar,49,1555.9
2006-04-01,Haiti,49,1491.5
2006-04-01,Cuba,55,1606.6
2006-04-01,Iraq,53,1638.0
2006-04-01,Trinidad and Tobago,58,1517.7
2006-04-01,Uzbekistan,61,1543.7
2006-05-01,France,4,2019.0
2006-05-01,Spain,4,1946.7
2006-05-01,Argentina,1,2031.5
2006-05-01,England,2,1963.4
2006-05-01,Portugal,8,1983.4
2006-05-01,Brazil,5,1999.0
2006-05-01,Netherlands,6,1957.4
2006-05-01,Morocco,9,1915.8
2006-05-01,Belgium,9,1946.3
2006-05-01,Germany,8,1944.6
2006-05-01,Croatia,9,1944.5
2006-05-01,Austria,9,1919.9
2006-05-01,Colombia,9,1921.6
2006-05-01,Senegal,12,1922.8
2006-05-01,Mexico,11,1869.8
2006-05-01,United States,20,1886.5
2006-05-01,Uruguay,13,1841.1
2006-05-01,Japan,22,1860.2
2006-05-01,Switzerland,19,1824.6
2006-05-01,Norway,19,1859.3
2006-05-01,Iran,22,1803.2
2006-05-01,Turkey,21,1843.1
2006-05-01,Ecuador,27,1852.3
2006-05-01,Sweden,23,1776.7
2006-05-01,South Korea,23,1803.4
2006-05-01,Nigeria,27,1795.3
2006-05-01,Australia,27,1811.9
2006-05-01,Ivory Coast,29,1786.6
2006-05-01,Algeria,25,1806.7
2006-05-01,Egypt,26,1729.8
2006-05-01,Canada,31,1748.8
2006-05-01,Tunisia,29,1719.3
2006-05-01,Paraguay,29,1734.4
2006-05-01,Peru,33,1763.8
2006-05-01,Ghana,38,1748.4
2006-05-01,Saudi Arabia,40,1730.2
2006-05-01,Cabo Verde,35,1690.6
2006-05-01,Slovakia,33,1728.2
2006-05-01,Scotland,35,1687.5
2006-05-01,Jordan,35,1713.7
2006-05-01,Czechia,40,1681.6
2006-05-01,South Africa,44,1648.8
2006-05-01,Venezuela,44,1676.5
2006-05-01,Chile,40,1617.0
2006-05-01,Bolivia,48,1664.8
2006-05-01,Indonesia,49,1672.5
2006-05-01,New Zealand,43,1654.6
2006-05-01,Costa Rica,49,1648.1
2006-05-01,Curaçao,45,1645.6
2006-05-01,Honduras,45,1656.9
2006-05-01,DR Congo,46,1632.0
2006-05-01,Kenya,50,1643.5
2006-05-01,Panama,48,1590.0
2006-05-01,Bosnia and Herzegovina,50,1628.0
2006-05-01,Qatar,53,1561.6
2006-05-01,Haiti,54,1592.4
2006-05-01,Cuba,56,1552.7
2006-05-01,Iraq,52,1532.7
2006-05-01,Trinidad and Tobago,59,1564.7
2006-05-01,Uzbekistan,63,1483.3
2006-06-01,France,1,1998.9
2006-06-01,Spain,5,1973.1
2006-06-01,Argentina,6,1992.8
2006-06-01,England,1,1982.3
2006-06-01,Portugal,4,1932.4
2006-06-01,Brazil,2,1923.8
2006-06-01,Netherlands,8,1969.0
2006-06-01,Morocco,10,1872.7
2006-06-01,Belgium,9,1926.2
2006-06-01,Germany,14,2024.2
2006-06-01,Croatia,7,1895.3
2006-06-01,Austria,14,1939.3
2006-06-01,Colombia,17,1852.0
2006-06-01,Senegal,16,1909.7
2006-06-01,Mexico,19,1854.6
2006-06-01,United States,14,1889.2
2006-06-01,Uruguay,20,1835.6
2006-06-01,Japan,18,1896.3
2006-06-01,Switzerland,18,1855.7
2006-06-01,Norway,21,1885.7
2006-06-01,Iran,25,1811.6
2006-06-01,Turkey,21,1867.2
2006-06-01,Ecuador,27,1790.3
2006-06-01,Sweden,25,1809.2
2006-06-01,South Korea,23,1771.3
2006-06-01,Nigeria,28,1768.2
2006-06-01,Australia,25,1807.4
2006-06-01,Ivory Coast,26,1727.0
2006-06-01,Algeria,27,1806.6
2006-06-01,Egypt,33,1738.6
2006-06-01,Canada,26,1697.4
2006-06-01,Tunisia,27,1741.5
2006-06-01,Paraguay,34,1750.0
2006-06-01,Peru,31,1782.6
2006-06-01,Ghana,36,1735.9
2006-06-01,Saudi Arabia,36,1723.5
2006-06-01,Cabo Verde,33,1745.9
2006-06-01,Slovakia,33,1649.6
2006-06-01,Scotland,34,1664.5
2006-06-01,Jordan,38,1723.9
2006-06-01,Czechia,38,1656.3
2006-06-01,South Africa,38,1717.1
2006-06-01,Venezuela,38,1746.0
2006-06-01,Chile,45,1634.7
2006-06-01,Bolivia,47,1607.8
2006-06-01,Indonesia,46,1625.5
2006-06-01,New Zealand,49,1644.2
2006-06-01,Costa Rica,50,1604.8
2006-06-01,Curaçao,51,1609.3
2006-06-01,Honduras,44,1609.5
2006-06-01,DR Congo,50,1549.8
2006-06-01,Kenya,52,1626.9
2006-06-01,Panama,54,1584.0
2006-06-01,Bosnia and Herzegovina,52,1590.4
2006-06-01,Qatar,56,1613.5
2006-06-01,Haiti,49,1568.4
2006-06-01,Cuba,57,1618.3
2006-06-01,Iraq,54,1563.7
2006-06-01,Trinidad and Tobago,55,1520.2
2006-06-01,Uzbekistan,65,1465.9
2006-07-01,France,4,2046.0
2006-07-01,Spain,1,1953.6
2006-07-01,Argentina,3,2022.1
2006-07-01,England,8,1948.2
2006-07-01,Portugal,4,1965.9
2006-07-01,Brazil,5,1929.4
2006-07-01,Netherlands,7,1970.8
2006-07-01,Morocco,12,1936.4
2006-07-01,Belgium,5,1951.4
2006-07-01,Germany,13,1918.5
2006-07-01,Croatia,14,1929.4
2006-07-01,Austria,15,1872.9
2006-07-01,Colombia,12,1928.8
2006-07-01,Senegal,17,1884.6
2006-07-01,Mexico,18,1889.3
2006-07-01,United States,13,1891.6
2006-07-01,Uruguay,18,1812.1
2006-07-01,Japan,14,1886.1
2006-07-01,Switzerland,16,1811.3
2006-07-01,Norway,18,1855.5
2006-07-01,Iran,21,1837.7
2006-07-01,Turkey,26,1820.1
2006-07-01,Ecuador,25,1805.5
2006-07-01,Sweden,21,1814.4
2006-07-01,South Korea,21,1781.5
2006-07-01,Nigeria,24,1779.3
2006-07-01,Australia,24,1773.0
2006-07-01,Ivory Coast,29,1778.7
2006-07-01,Algeria,26,1785.0
2006-07-01,Egypt,31,1794.8
2006-07-01,Canada,31,1740.3
2006-07-01,Tunisia,29,1760.5
2006-07-01,Paraguay,29,1754.8
2006-07-01,Peru,33,1711.8
2006-07-01,Ghana,35,1759.0
2006-07-01,Saudi Arabia,36,1707.4
2006-07-01,Cabo Verde,35,1667.5
2006-07-01,Slovakia,34,1775.3
2006-07-01,Scotland,39,1688.6
2006-07-01,Jordan,43,1674.2
2006-07-01,Czechia,41,1706.1
2006-07-01,South Africa,43,1685.4
2006-07-01,Venezuela,40,1676.6
2006-07-01,Chile,39,1675.2
2006-07-01,Bolivia,42,1702.8
2006-07-01,Indonesia,41,1630.8
2006-07-01,New Zealand,46,1644.7
2006-07-01,Costa Rica,51,1616.4
2006-07-01,Curaçao,48,1641.7
2006-07-01,Honduras,47,1584.9
2006-07-01,DR Congo,49,1640.7
2006-07-01,Kenya,45,1614.4
2006-07-01,Panama,52,1626.9
2006-07-01,Bosnia and Herzegovina,50,1599.7
2006-07-01,Qatar,53,1642.5
2006-07-01,Haiti,49,1515.7
2006-07-01,Cuba,51,1535.9
2006-07-01,Iraq,55,1561.2
2006-07-01,Trinidad and Tobago,59,1535.9
2006-07-01,Uzbekistan,67,1463.9
2006-08-01,France,4,1993.8
2006-08-01,Spain,1,2000.5
2006-08-01,Argentina,5,1961.7
2006-08-01,England,6,1945.8
2006-08-01,Portugal,3,1915.9
2006-08-01,Brazil,4,1974.2
2006-08-01,Netherlands,6,1951.8
2006-08-01,Morocco,6,1976.1
2006-08-01,Belgium,7,1945.2
2006-08-01,Germany,12,1924.9
2006-08-01,Croatia,10,1914.1
2006-08-01,Austria,12,1917.6
2006-08-01,Colombia,14,1883.6
2006-08-01,Senegal,16,1866.7
2006-08-01,Mexico,17,1950.7
2006-08-01,United States,19,1904.6
2006-08-01,Uruguay,15,1845.4
2006-08-01,Japan,17,1800.9
2006-08-01,Switzerland,18,1767.7
2006-08-01,Norway,21,1841.1
2006-08-01,Iran,21,1840.8
2006-08-01,Turkey,22,1842.3
2006-08-01,Ecuador,25,1793.5
2006-08-01,Sweden,27,1847.0
2006-08-01,South Korea,25,1802.8
2006-08-01,Nigeria,24,1798.1
2006-08-01,Australia,30,1770.5
2006-08-01,Ivory Coast,27,1806.9
2006-08-01,Algeria,29,1822.6
2006-08-01,Egypt,32,1816.4
2006-08-01,Canada,26,1796.1
2006-08-01,Tunisia,27,1753.7
2006-08-01,Paraguay,32,1705.9
2006-08-01,Peru,32,1776.5
2006-08-01,Ghana,31,1688.6
2006-08-01,Saudi Arabia,32,1739.0
2006-08-01,Cabo Verde,35,1719.9
2006-08-01,Slovakia,41,1697.8
2006-08-01,Scotland,38,1695.4
2006-08-01,Jordan,43,1737.8
2006-08-01,Czechia,43,1665.3
2006-08-01,South Africa,40,1707.3
2006-08-01,Venezuela,42,1649.0
2006-08-01,Chile,42,1678.4
2006-08-01,Bolivia,46,1614.0
2006-08-01,Indonesia,46,1666.8
2006-08-01,New Zealand,50,1613.6
2006-08-01,Costa Rica,51,1625.6
2006-08-01,Curaçao,50,1618.1
2006-08-01,Honduras,51,1570.1
2006-08-01,DR Congo,46,1654.8
2006-08-01,Kenya,52,1617.8
2006-08-01,Panama,51,1601.6
2006-08-01,Bosnia and Herzegovina,55,1565.1
2006-08-01,Qatar,49,1537.0
2006-08-01,Haiti,54,1520.7
2006-08-01,Cuba,53,1598.3
2006-08-01,Iraq,56,1586.4
2006-08-01,Trinidad and Tobago,59,1604.3
2006-08-01,Uzbekistan,60,1499.9
2006-09-01,France,4,1895.5
2006-09-01,Spain,1,1976.3
2006-09-01,Argentina,1,1929.8
2006-09-01,England,4,2009.7
2006-09-01,Portugal,1,2000.4
2006-09-01,Brazil,5,1918.1
2006-09-01,Netherlands,5,1931.6
2006-09-01,Morocco,6,1868.1
2006-09-01,Belgium,5,1957.5
2006-09-01,Germany,14,1928.1
2006-09-01,Croatia,9,1888.6
2006-09-01,Austria,12,1867.9
2006-09-01,Colombia,15,1872.0
2006-09-01,Senegal,18,1880.0
2006-09-01,Mexico,13,1872.9
2006-09-01,United States,13,1922.7
2006-09-01,Uruguay,21,1884.6
2006-09-01,Japan,16,1832.4
2006-09-01,Switzerland,19,1898.0
2006-09-01,Norway,23,1824.4
2006-09-01,Iran,24,1815.8
2006-09-01,Turkey,22,1817.1
2006-09-01,Ecuador,21,1811.4
2006-09-01,Sweden,21,1753.5
2006-09-01,South Korea,23,1830.5
2006-09-01,Nigeria,28,1818.8
2006-09-01,Australia,24,1770.3
2006-09-01,Ivory Coast,31,1777.3
2006-09-01,Algeria,29,1813.0
2006-09-01,Egypt,31,1799.7
2006-09-01,Canada,26,1741.4
2006-09-01,Tunisia,27,1764.4
2006-09-01,Paraguay,36,1746.9
2006-09-01,Peru,33,1709.4
2006-09-01,Ghana,31,1738.7
2006-09-01,Saudi Arabia,36,1680.8
2006-09-01,Cabo Verde,39,1685.6
2006-09-01,Slovakia,38,1695.2
2006-09-01,Scotland,34,1659.9
2006-09-01,Jordan,35,1661.5
2006-09-01,Czechia,43,1625.8
2006-09-01,South Africa,43,1690.3
2006-09-01,Venezuela,43,1693.9
2006-09-01,Chile,47,1616.4
2006-09-01,Bolivia,42,1681.1
2006-09-01,Indonesia,42,1721.2
2006-09-01,New Zealand,44,1643.0
2006-09-01,Costa Rica,43,1614.5
2006-09-01,Curaçao,47,1601.5
2006-09-01,Honduras,46,1610.4
2006-09-01,DR Congo,52,1564.7
2006-09-01,Kenya,52,1589.5
2006-09-01,Panama,47,1602.3
2006-09-01,Bosnia and Herzegovina,47,1521.6
2006-09-01,Qatar,56,1524.3
2006-09-01,Haiti,54,1542.2
2006-09-01,Cuba,50,1576.1
2006-09-01,Iraq,59,1550.1
2006-09-01,Trinidad and Tobago,56,1491.9
2006-09-01,Uzbekistan,65,1517.9
2006-10-01,France,3,2001.6
2006-10-01,Spain,2,2016.4
2006-10-01,Argentina,7,1958.5
2006-10-01,England,4,1994.5
2006-10-01,Portugal,8,1978.5
2006-10-01,Brazil,6,1964.4
2006-10-01,Netherlands,10,1936.5
2006-10-01,Morocco,10,1937.9
2006-10-01,Belgium,10,1945.2
2006-10-01,Germany,8,1884.2
2006-10-01,Croatia,10,1927.6
2006-10-01,Austria,10,1823.7
2006-10-01,Colombia,10,1865.7
2006-10-01,Senegal,14,1906.8
2006-10-01,Mexico,16,1875.6
2006-10-01,United States,12,1850.2
2006-10-01,Uruguay,19,1955.9
2006-10-01,Japan,21,1881.4
2006-10-01,Switzerland,22,1839.9
2006-10-01,Norway,24,1795.1
2006-10-01,Iran,18,1815.4
2006-10-01,Turkey,23,1819.3
2006-10-01,Ecuador,26,1827.8
2006-10-01,Sweden,23,1816.6
2006-10-01,South Korea,22,1762.8
2006-10-01,Nigeria,29,1770.9
2006-10-01,Australia,28,1799.0
2006-10-01,Ivory Coast,30,1788.3
2006-10-01,Algeria,29,1798.4
2006-10-01,Egypt,32,1823.8
2006-10-01,Canada,27,1746.9
2006-10-01,Tunisia,33,1775.2
2006-10-01,Paraguay,30,1756.7
2006-10-01,Peru,33,1746.7
2006-10-01,Ghana,31,1798.5
2006-10-01,Saudi Arabia,33,1740.5
2006-10-01,Cabo Verde,34,1657.1
2006-10-01,Slovakia,39,1714.2
2006-10-01,Scotland,37,1626.3
2006-10-01,Jordan,39,1707.1
2006-10-01,Czechia,43,1706.0
2006-10-01,South Africa,39,1650.0
2006-10-01,Venezuela,45,1689.3
2006-10-01,Chile,43,1658.8
2006-10-01,Bolivia,46,1671.5
2006-10-01,Indonesia,46,1641.5
2006-10-01,New Zealand,47,1615.5
2006-10-01,Costa Rica,46,1639.8
2006-10-01,Curaçao,43,1593.0
2006-10-01,Honduras,50,1614.1
2006-10-01,DR Congo,49,1552.8
2006-10-01,Kenya,45,1592.7
2006-10-01,Panama,49,1632.6
2006-10-01,Bosnia and Herzegovina,50,1593.9
2006-10-01,Qatar,52,1586.0
2006-10-01,Haiti,51,1553.8
2006-10-01,Cuba,52,1563.0
2006-10-01,Iraq,57,1551.3
2006-10-01,Trinidad and Tobago,54,1571.1
2006-10-01,Uzbekistan,61,1503.8
2006-11-01,France,1,1951.4
2006-11-01,Spain,1,2031.5
2006-11-01,Argentina,6,1981.5
2006-11-01,England,6,1994.0
2006-11-01,Portugal,6,1971.0
2006-11-01,Brazil,4,1927.8
2006-11-01,Netherlands,8,1985.7
2006-11-01,Morocco,11,1899.9
2006-11-01,Belgium,12,1957.7
2006-11-01,Germany,14,1898.0
2006-11-01,Croatia,13,1894.6
2006-11-01,Austria,11,1917.1
2006-11-01,Colombia,9,1921.4
2006-11-01,Senegal,14,1896.9
2006-11-01,Mexico,13,1838.2
2006-11-01,United States,12,1902.9
2006-11-01,Uruguay,21,1796.4
2006-11-01,Japan,22,1839.3
2006-11-01,Switzerland,23,1807.6
2006-11-01,Norway,20,1841.2
2006-11-01,Iran,19,1814.4
2006-11-01,Turkey,26,1782.2
2006-11-01,Ecuador,23,1807.7
2006-11-01,Sweden,21,1789.0
2006-11-01,South Korea,25,1847.5
2006-11-01,Nigeria,23,1765.6
2006-11-01,Australia,24,1799.9
2006-11-01,Ivory Coast,31,1780.5
2006-11-01,Algeria,27,1757.8
2006-11-01,Egypt,28,1757.8
2006-11-01,Canada,31,1808.1
2006-11-01,Tunisia,30,1691.9
2006-11-01,Paraguay,31,1712.0
2006-11-01,Peru,34,1703.6
2006-11-01,Ghana,38,1749.6
2006-11-01,Saudi Arabia,36,1739.2
2006-11-01,Cabo Verde,37,1700.7
2006-11-01,Slovakia,34,1698.5
2006-11-01,Scotland,35,1693.2
2006-11-01,Jordan,37,1721.3
2006-11-01,Czechia,44,1704.7
2006-11-01,South Africa,42,1646.9
2006-11-01,Venezuela,44,1660.9
2006-11-01,Chile,39,1684.2
2006-11-01,Bolivia,42,1657.8
2006-11-01,Indonesia,45,1644.9
2006-11-01,New Zealand,49,1632.8
2006-11-01,Costa Rica,44,1608.1
2006-11-01,Curaçao,43,1639.1
2006-11-01,Honduras,51,1601.3
2006-11-01,DR Congo,49,1596.2
2006-11-01,Kenya,53,1602.8
2006-11-01,Panama,47,1616.1
2006-11-01,Bosnia and Herzegovina,55,1590.2
2006-11-01,Qatar,49,1665.1
2006-11-01,Haiti,49,1594.0
2006-11-01,Cuba,50,1584.0
2006-11-01,Iraq,55,1556.3
2006-11-01,Trinidad and Tobago,52,1555.4
2006-11-01,Uzbekistan,66,1554.3
2006-12-01,France,1,1991.5
2006-12-01,Spain,2,1988.8
2006-12-01,Argentina,1,1944.9
2006-12-01,England,4,1964.7
2006-12-01,Portugal,7,1988.3
2006-12-01,Brazil,8,1954.5
2006-12-01,Netherlands,11,1975.3
2006-12-01,Morocco,12,1942.4
2006-12-01,Belgium,9,1912.7
2006-12-01,Germany,13,1964.4
2006-12-01,Croatia,15,1893.1
2006-12-01,Austria,14,1961.2
2006-12-01,Colombia,13,1904.9
2006-12-01,Senegal,18,1902.7
2006-12-01,Mexico,14,1842.6
2006-12-01,United States,19,1951.8
2006-12-01,Uruguay,18,1909.0
2006-12-01,Japan,17,1825.4
2006-12-01,Switzerland,18,1850.3
2006-12-01,Norway,18,1847.4
2006-12-01,Iran,19,1869.1
2006-12-01,Turkey,26,1798.7
2006-12-01,Ecuador,24,1777.4
2006-12-01,Sweden,22,1809.6
2006-12-01,South Korea,27,1834.4
2006-12-01,Nigeria,26,1778.0
2006-12-01,Australia,23,1809.1
2006-12-01,Ivory Coast,26,1791.9
2006-12-01,Algeria,26,1785.8
2006-12-01,Egypt,25,1767.7
2006-12-01,Canada,34,1746.7
2006-12-01,Tunisia,32,1771.7
2006-12-01,Paraguay,34,1762.7
2006-12-01,Peru,34,1679.5
2006-12-01,Ghana,39,1685.0
2006-12-01,Saudi Arabia,32,1672.3
2006-12-01,Cabo Verde,36,1726.3
2006-12-01,Slovakia,36,1736.5
2006-12-01,Scotland,41,1666.1
2006-12-01,Jordan,42,1694.1
2006-12-01,Czechia,39,1653.5
2006-12-01,South Africa,44,1660.1
2006-12-01,Venezuela,43,1676.1
2006-12-01,Chile,42,1624.7
2006-12-01,Bolivia,42,1652.7
2006-12-01,Indonesia,43,1577.2
2006-12-01,New Zealand,49,1643.2
2006-12-01,Costa Rica,48,1601.8
2006-12-01,Curaçao,44,1557.0
2006-12-01,Honduras,45,1635.1
2006-12-01,DR Congo,49,1633.1
2006-12-01,Kenya,52,1645.1
2006-12-01,Panama,50,1584.1
2006-12-01,Bosnia and Herzegovina,47,1631.6
2006-12-01,Qatar,55,1571.0
2006-12-01,Haiti,50,1560.8
2006-12-01,Cuba,51,1532.9
2006-12-01,Iraq,56,1531.6
2006-12-01,Trinidad and Tobago,58,1609.4
2006-12-01,Uzbekistan,59,1479.2
2007-01-01,France,1,1993.3
2007-01-01,Spain,4,1964.0
2007-01-01,Argentina,1,1965.1
2007-01-01,England,6,2000.3
2007-01-01,Portugal,2,1978.7
2007-01-01,Brazil,3,1944.5
2007-01-01,Netherlands,5,1908.0
2007-01-01,Morocco,5,1899.2
2007-01-01,Belgium,8,1932.6
2007-01-01,Germany,12,1908.4
2007-01-01,Croatia,8,1874.6
2007-01-01,Austria,11,1936.1
2007-01-01,Colombia,12,1893.4
2007-01-01,Senegal,16,1881.6
2007-01-01,Mexico,16,1826.5
2007-01-01,United States,20,1824.9
2007-01-01,Uruguay,21,1870.5
2007-01-01,Japan,17,1845.4
2007-01-01,Switzerland,17,1862.5
2007-01-01,Norway,16,1796.0
2007-01-01,Iran,24,1852.5
2007-01-01,Turkey,22,1822.1
2007-01-01,Ecuador,25,1800.1
2007-01-01,Sweden,20,1806.4
2007-01-01,South Korea,22,1801.0
2007-01-01,Nigeria,29,1803.7
